node_id,node_name,alias,node_iri,ds_id,ds_name,node_attributes
1,movements,movements,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/movements,1,tate_artworks_t_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
12,children,subjects___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/children,1,tate_artworks_t_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
16,subjects,subjects,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/subjects,1,tate_artworks_t_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
20,dateRange,dateRange,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/dateRange,1,tate_artworks_t_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
25,contributors,contributors,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/contributors,1,tate_artworks_t_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
33,children,subjects___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/children_id2,1,tate_artworks_t_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
34,era,movements___era,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/era,1,tate_artworks_t_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
37,tate_artworks_t_1,tate_artworks_t_1,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/tate_artworks_t_1,1,tate_artworks_t_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
42,children,subjects___children___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/children_id3,1,tate_artworks_t_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
106,dateRange,dateRange,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/dateRange,2,tate_artworks_t_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
109,children,subjects___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/children,2,tate_artworks_t_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
112,subjects,subjects,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/subjects,2,tate_artworks_t_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
116,contributors,contributors,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/contributors,2,tate_artworks_t_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
120,era,movements___era,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/era,2,tate_artworks_t_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
123,children,subjects___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/children_id2,2,tate_artworks_t_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
126,children,subjects___children___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/children_id3,2,tate_artworks_t_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
129,tate_artworks_t_2,tate_artworks_t_2,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/tate_artworks_t_2,2,tate_artworks_t_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
132,movements,movements,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/movements,2,tate_artworks_t_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
168,dateRange,dateRange,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/dateRange,3,tate_artworks_t_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
169,subjects,subjects,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/subjects,3,tate_artworks_t_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
170,tate_artworks_t_3,tate_artworks_t_3,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/tate_artworks_t_3,3,tate_artworks_t_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
172,era,movements___era,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/era,3,tate_artworks_t_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
173,children,subjects___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/children_id2,3,tate_artworks_t_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
175,children,subjects___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/children,3,tate_artworks_t_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
177,movements,movements,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/movements,3,tate_artworks_t_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
180,children,subjects___children___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/children_id3,3,tate_artworks_t_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
183,contributors,contributors,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/contributors,3,tate_artworks_t_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
226,contributors,contributors,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/4/contributors,4,tate_artworks_t_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
227,dateRange,dateRange,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/4/dateRange,4,tate_artworks_t_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
229,children,subjects___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/4/children,4,tate_artworks_t_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
231,subjects,subjects,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/4/subjects,4,tate_artworks_t_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
233,era,movements___era,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/4/era,4,tate_artworks_t_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
237,tate_artworks_t_4,tate_artworks_t_4,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/4/tate_artworks_t_4,4,tate_artworks_t_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
240,children,subjects___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/4/children_id2,4,tate_artworks_t_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
244,movements,movements,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/4/movements,4,tate_artworks_t_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
245,children,subjects___children___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/4/children_id3,4,tate_artworks_t_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
381,catalogueGroup,catalogueGroup,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/catalogueGroup,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
382,tate_artworks_d_1,tate_artworks_d_1,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/tate_artworks_d_1,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
383,sizes,additionalImages___sizes,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/sizes,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
384,children,subjects___children___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/children_id3,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
385,children,subjects___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/children,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
386,contributors,contributors,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/contributors,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
387,subjects,subjects,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/subjects,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
388,children,subjects___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/children_id2,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
389,additionalImages,additionalImages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/additionalImages,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
390,dateRange,dateRange,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/5/dateRange,5,tate_artworks_d_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
433,children,subjects___children___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/children_id3,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
436,catalogueGroup,catalogueGroup,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/catalogueGroup,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
438,dateRange,dateRange,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/dateRange,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
440,tate_artworks_d_2,tate_artworks_d_2,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/tate_artworks_d_2,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
442,subjects,subjects,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/subjects,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
443,additionalImages,additionalImages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/additionalImages,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
446,children,subjects___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/children_id2,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
449,sizes,additionalImages___sizes,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/sizes,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
451,children,subjects___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/children,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
454,contributors,contributors,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/6/contributors,6,tate_artworks_d_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
518,tate_artworks_d_3,tate_artworks_d_3,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/tate_artworks_d_3,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
519,children,subjects___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/children,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
520,catalogueGroup,catalogueGroup,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/catalogueGroup,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
521,subjects,subjects,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/subjects,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
522,sizes,additionalImages___sizes,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/sizes,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
523,dateRange,dateRange,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/dateRange,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
524,additionalImages,additionalImages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/additionalImages,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
525,contributors,contributors,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/contributors,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
526,children,subjects___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/children_id2,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
528,children,subjects___children___children___children,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/7/children_id3,7,tate_artworks_d_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5,place,birth___place,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/place,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
41,death,death,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/death,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
44,place,death___place,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/place_id2,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
45,movements,movements,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/movements,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
47,tate_artists_1,tate_artists_1,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/tate_artists_1,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
49,era,movements___era,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/era,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
51,time,death___time,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/time_id2,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
53,activePlaces,activePlaces,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/activePlaces,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
55,birth,birth,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/birth,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
56,time,birth___time,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/8/time,8,tate_artists_1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
107,place,birth___place,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/place,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
111,death,death,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/death,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
115,time,death___time,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/time_id2,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
119,activePlaces,activePlaces,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/activePlaces,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
122,movements,movements,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/movements,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
125,birth,birth,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/birth,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
128,place,death___place,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/place_id2,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
131,era,movements___era,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/era,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
134,time,birth___time,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/time,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
136,tate_artists_2,tate_artists_2,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/9/tate_artists_2,9,tate_artists_2,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
196,time,birth___time,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/time,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
198,place,death___place,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/place_id2,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
200,era,movements___era,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/era,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
202,death,death,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/death,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
204,movements,movements,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/movements,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
206,birth,birth,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/birth,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
208,time,death___time,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/time_id2,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
210,place,birth___place,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/place,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
212,activePlaces,activePlaces,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/activePlaces,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
214,tate_artists_3,tate_artists_3,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/10/tate_artists_3,10,tate_artists_3,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
263,place,death___place,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/11/place_id2,11,tate_artists_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
266,movements,movements,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/11/movements,11,tate_artists_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
268,tate_artists_4,tate_artists_4,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/11/tate_artists_4,11,tate_artists_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
270,era,movements___era,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/11/era,11,tate_artists_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
